as_of_date,loan_id,auto_direct_indirect,auto_new_used,original_balance,current_balance,current_rate,origination_date,maturity_date,original_term_months,orig_fico,orig_ltv,dti_back_end,state,year,days_past_due,product_type,box_id,in_box_flag,exclusion_reason
2025-10-19,406,AUTO_INDIRECT,AUTO_NEW,7799,110672.39,2.67,2023-04-20,2027-01-20,45.0,686.0,1.66,8.84,TX,2007,0,AUTO_NEW,AUTO_NEW_670_699,True,None
2025-10-19,428,AUTO_INDIRECT,AUTO_NEW,126416,47123.59,7.94,2023-08-13,2025-02-13,18.0,731.0,41.7,16.25,TX,2024,27,AUTO_NEW,AUTO_NEW_700_749,True,None
2025-10-19,429,AUTO_DIRECT,AUTO_NEW,146897,84412.34,8.58,2024-12-27,2028-02-27,38.0,784.0,20.5,1.87,TX,2023,0,AUTO_NEW,AUTO_NEW_750PLUS,True,None
2025-10-19,432,AUTO_INDIRECT,AUTO_NEW,24524,136869.13,14.2,2023-02-03,2029-12-03,82.0,780.0,23.0,12.46,TX,2008,0,AUTO_NEW,AUTO_NEW_750PLUS,True,None
2025-10-19,434,AUTO_DIRECT,AUTO_NEW,71811,116643.43,4.52,2019-12-25,2025-09-25,69.0,679.0,37.79,37.86,TX,2018,0,AUTO_NEW,AUTO_NEW_670_699,True,None
2025-10-19,435,AUTO_INDIRECT,AUTO_NEW,56284,57452.91,5.8,2022-03-30,2027-07-30,64.0,744.0,103.54,19.66,TX,2019,0,AUTO_NEW,AUTO_NEW_700_749,True,None
2025-10-19,436,AUTO_INDIRECT,AUTO_NEW,24176,85907.01,7.93,2021-07-15,2023-07-15,24.0,740.0,19.34,3.25,TX,2018,0,AUTO_NEW,AUTO_NEW_700_749,True,None
2025-10-19,439,AUTO_DIRECT,AUTO_NEW,54005,37522.61,3.9,2023-07-22,2028-01-22,54.0,787.0,91.91,19.11,TX,2008,0,AUTO_NEW,AUTO_NEW_750PLUS,True,None
2025-10-19,440,AUTO_DIRECT,AUTO_NEW,7152,57218.63,13.78,2022-06-24,2023-10-24,16.0,727.0,92.38,37.58,TX,2010,0,AUTO_NEW,AUTO_NEW_700_749,True,None
2025-10-19,441,AUTO_DIRECT,AUTO_NEW,33921,30092.86,12.17,2023-08-18,2024-09-18,13.0,775.0,42.58,12.05,TX,2005,0,AUTO_NEW,AUTO_NEW_750PLUS,True,None
2025-10-19,446,AUTO_DIRECT,AUTO_NEW,18911,101050.57,6.68,2021-09-03,2022-11-03,14.0,771.0,91.08,16.11,TX,2022,0,AUTO_NEW,AUTO_NEW_750PLUS,True,None
2025-10-19,448,AUTO_INDIRECT,AUTO_USED,58167,148469.84,5.38,2023-08-11,2030-08-11,84.0,746.0,19.61,19.96,TX,2011,0,AUTO_USED,AUTO_USED_700_749,True,None
2025-10-19,463,AUTO_DIRECT,AUTO_NEW,55010,129483.73,14.01,2019-06-10,2025-12-10,78.0,662.0,46.36,8.27,TX,2023,0,AUTO_NEW,AUTO_NEW_660_669,True,None
2025-10-19,467,AUTO_DIRECT,AUTO_USED,67998,110787.6,13.45,2021-02-21,2026-09-21,67.0,746.0,82.89,19.14,TX,2021,12,AUTO_USED,AUTO_USED_700_749,True,None
2025-10-19,470,AUTO_INDIRECT,AUTO_NEW,50796,82261.26,5.65,2021-07-21,2023-08-21,25.0,796.0,59.57,29.47,TX,2007,0,AUTO_NEW,AUTO_NEW_750PLUS,True,None
2025-10-19,471,AUTO_DIRECT,AUTO_USED,139499,61260.27,2.36,2022-06-10,2023-06-10,12.0,714.0,105.97,16.65,TX,2021,0,AUTO_USED,AUTO_USED_700_749,True,None
2025-10-19,478,AUTO_INDIRECT,AUTO_USED,83082,45767.38,4.65,2019-04-02,2024-04-02,60.0,724.0,57.91,6.91,TX,2006,0,AUTO_USED,AUTO_USED_700_749,True,None
2025-10-19,483,AUTO_DIRECT,AUTO_NEW,7606,65090.31,1.16,2019-08-03,2024-06-03,58.0,778.0,103.38,7.74,TX,2025,0,AUTO_NEW,AUTO_NEW_750PLUS,True,None
2025-10-19,487,AUTO_INDIRECT,AUTO_USED,70215,27648.28,13.8,2020-12-29,2027-07-29,79.0,716.0,4.21,18.26,TX,2022,0,AUTO_USED,AUTO_USED_700_749,True,None
2025-10-19,497,AUTO_INDIRECT,AUTO_NEW,38304,90983.89,16.53,2019-12-24,2021-05-24,17.0,737.0,15.72,26.61,TX,2006,0,AUTO_NEW,AUTO_NEW_700_749,True,None
2025-10-19,499,AUTO_INDIRECT,AUTO_NEW,43537,146609.86,16.69,2019-08-31,2023-08-31,48.0,768.0,60.89,3.6,TX,2010,8,AUTO_NEW,AUTO_NEW_750PLUS,True,None
2025-10-19,504,AUTO_DIRECT,AUTO_NEW,73761,43992.96,9.95,2025-06-12,2029-02-12,44.0,783.0,72.75,29.06,TX,2015,0,AUTO_NEW,AUTO_NEW_750PLUS,True,None
2025-10-19,511,AUTO_DIRECT,AUTO_NEW,16683,89396.1,8.3,2021-02-05,2025-08-05,54.0,735.0,55.74,13.4,TX,2014,0,AUTO_NEW,AUTO_NEW_700_749,True,None
2025-10-19,523,AUTO_DIRECT,AUTO_USED,73394,139755.64,5.37,2025-05-04,2028-10-04,41.0,671.0,50.29,22.39,TX,2016,0,AUTO_USED,AUTO_USED_670_699,True,None
2025-10-19,537,AUTO_INDIRECT,AUTO_NEW,89368,88735.34,4.56,2020-07-04,2023-08-04,37.0,707.0,11.94,30.26,TX,2009,0,AUTO_NEW,AUTO_NEW_700_749,True,None
2025-10-19,542,AUTO_DIRECT,AUTO_USED,38458,142592.2,4.55,2020-04-12,2024-01-12,45.0,693.0,82.11,25.83,TX,2007,0,AUTO_USED,AUTO_USED_670_699,True,None
2025-10-19,545,AUTO_DIRECT,AUTO_NEW,117425,65970.57,2.32,2019-05-10,2021-06-10,25.0,768.0,80.4,16.83,TX,2010,0,AUTO_NEW,AUTO_NEW_750PLUS,True,None
2025-10-19,547,AUTO_INDIRECT,AUTO_NEW,52578,128060.13,12.65,2023-08-19,2025-11-19,27.0,789.0,22.06,38.23,TX,2014,0,AUTO_NEW,AUTO_NEW_750PLUS,True,None
2025-10-19,550,AUTO_INDIRECT,AUTO_USED,15572,123402.14,1.02,2024-10-01,2026-09-01,23.0,731.0,45.07,11.79,TX,2019,0,AUTO_USED,AUTO_USED_700_749,True,None
2025-10-19,571,AUTO_DIRECT,AUTO_USED,7438,134967.26,3.5,2023-08-04,2026-10-04,38.0,690.0,104.73,7.35,TX,2011,22,AUTO_USED,AUTO_USED_670_699,True,None
2025-10-19,585,AUTO_INDIRECT,AUTO_NEW,98938,147351.24,2.42,2020-07-19,2021-08-19,13.0,768.0,36.52,28.69,TX,2006,0,AUTO_NEW,AUTO_NEW_750PLUS,True,None
2025-10-19,596,AUTO_DIRECT,AUTO_USED,6242,55383.79,7.73,2022-06-28,2027-11-28,65.0,674.0,24.86,10.0,TX,2018,0,AUTO_USED,AUTO_USED_670_699,True,None
